timestamp,open,high,low,close,volume,funding_rate,volume_24h_usd
2024-07-24 00:00:00,582.171142578125,585.701904296875,580.8889770507812,584.745849609375,30821760,0.00033505,18022896237.65625
2024-07-24 04:00:00,584.8079223632812,585.6861572265625,581.6405639648438,585.6836547851562,0,0.00033505,0.0
2024-07-24 08:00:00,585.776611328125,588.8658447265625,583.6586303710938,583.6814575195312,4731648,0.00033505,2761775201.109375
2024-07-24 12:00:00,583.654296875,587.4879760742188,582.4720458984375,583.800048828125,0,0.00033505,0.0
2024-07-24 16:00:00,583.6885986328125,585.6259765625,579.190185546875,579.7240600585938,0,0.00033505,0.0
2024-07-24 20:00:00,579.6034545898438,580.9902954101562,570.972412109375,574.5784912109375,36914816,0.00033505,21210459280.609375
2024-07-25 00:00:00,574.6106567382812,575.8088989257812,554.8275756835938,556.8054809570312,180059776,0.00033505,100258270176.69531
2024-07-25 04:00:00,556.741943359375,564.0963134765625,555.9481811523438,561.84912109375,61054976,0.00033505,34303684604.0
2024-07-25 08:00:00,562.0066528320312,566.7734375,561.0986328125,564.7291870117188,26920320,0.00033505,15202690427.695312
2024-07-25 12:00:00,564.6649169921875,566.6715698242188,556.843994140625,564.3283081054688,60872448,0.00033505,34352045590.078125
2024-07-25 16:00:00,564.6046142578125,569.6993408203125,563.0892333984375,566.3132934570312,73642112,0.00033505,41704506983.85156
2024-07-25 20:00:00,566.3673706054688,572.8834838867188,561.3612060546875,570.71337890625,26988032,0.00033505,15402430932.75
2024-07-26 00:00:00,570.6867065429688,578.3958129882812,570.4503784179688,578.2500610351562,7858432,0.00033505,4544138783.640625
2024-07-26 04:00:00,578.3799438476562,580.3857421875,577.8104248046875,579.250732421875,0,0.00033505,0.0
2024-07-26 08:00:00,579.456787109375,580.0474243164062,575.6080322265625,577.5208129882812,1380352,0.00033505,797182009.25
2024-07-26 12:00:00,577.4950561523438,580.4151611328125,575.3592529296875,578.5025634765625,0,0.00033505,0.0
2024-07-26 16:00:00,578.6539306640625,582.23828125,577.1273803710938,580.7322998046875,468352,0.00033505,271987134.078125
2024-07-26 20:00:00,580.7930297851562,582.6452026367188,578.92626953125,581.0779418945312,1785216,0.00033505,1037349639.1171875
2024-07-27 00:00:00,581.0724487304688,584.8240356445312,578.0607299804688,583.8978271484375,28792576,0.00033505,16811922564.40625
2024-07-27 04:00:00,583.7481689453125,587.9252319335938,582.996826171875,587.2972412109375,8638592,0.00033505,5073421249.546875
2024-07-27 08:00:00,587.2459716796875,588.8742065429688,586.27880859375,587.2672729492188,0,0.00033505,0.0
2024-07-27 12:00:00,587.2828369140625,592.8058471679688,583.3526611328125,585.393310546875,18195200,0.00033505,10651348364.0625
2024-07-27 16:00:00,585.3486938476562,586.292236328125,582.2872924804688,584.3919067382812,36863360,0.00033505,21542649239.179688
2024-07-27 20:00:00,584.6658325195312,585.371337890625,574.9392700195312,581.77197265625,139353984,0.00033505,81072242169.1875
2024-07-28 00:00:00,581.5997924804688,584.1383056640625,578.3502807617188,580.9971923828125,20362368,0.00033505,11830478638.265625
2024-07-28 04:00:00,580.9260864257812,581.0068969726562,575.21484375,578.669677734375,13920896,0.00033505,8055600402.09375
2024-07-28 08:00:00,578.6788330078125,581.8330078125,577.6260375976562,581.6119384765625,4120320,0.00033505,2396427302.34375
2024-07-28 12:00:00,581.637451171875,582.208740234375,579.4544677734375,580.6512451171875,3003648,0.00033505,1744071951.09375
2024-07-28 16:00:00,580.630615234375,584.2400512695312,579.2598876953125,583.97509765625,0,0.00033505,0.0
2024-07-28 20:00:00,583.9573974609375,584.6724853515625,581.1329345703125,584.099609375,0,0.00033505,0.0
2024-07-29 00:00:00,584.0857543945312,596.5991821289062,583.923583984375,592.685791015625,96749312,0.00033505,57341942512.9375
2024-07-29 04:00:00,592.6400756835938,594.8589477539062,590.8781127929688,593.4069213867188,15205760,0.00033505,9023203228.945312
2024-07-29 08:00:00,593.5673217773438,594.4961547851562,592.1232299804688,593.0994873046875,51896832,0.00033505,30779984451.9375
2024-07-29 12:00:00,593.0236206054688,593.2332763671875,580.9111328125,583.4176025390625,73714432,0.00033505,43006297189.96875
2024-07-29 16:00:00,583.2786254882812,583.2786254882812,574.038818359375,577.7963256835938,123001344,0.00033505,71069724617.34375
2024-07-29 20:00:00,577.7693481445312,580.2976684570312,574.0186767578125,574.642578125,20838272,0.00033505,11974558345.75
2024-07-30 00:00:00,574.5952758789062,574.675048828125,568.0779418945312,572.6442260742188,20060416,0.00033505,11487481395.046875
2024-07-30 04:00:00,572.6846923828125,575.4159545898438,570.5411987304688,574.2583618164062,4252928,0.00033505,2442279466.203125
2024-07-30 08:00:00,574.3077392578125,574.346923828125,572.2476196289062,573.519287109375,13708672,0.00033505,7862187792.65625
2024-07-30 12:00:00,573.531005859375,575.3931274414062,571.6453857421875,573.8776245117188,5520640,0.00033505,3168171768.984375
2024-07-30 16:00:00,573.9159545898438,577.0760498046875,570.8098754882812,573.5302734375,10745600,0.00033505,6162926906.25
2024-07-30 20:00:00,573.5253295898438,587.6651000976562,570.6741333007812,587.6651000976562,141903360,0.00033505,83391652258.59375
2024-07-31 00:00:00,587.574951171875,588.7802124023438,583.226806640625,584.86083984375,18649344,0.00033505,10907270994.375
2024-07-31 04:00:00,584.9100341796875,587.3157348632812,581.5777587890625,585.7573852539062,35240704,0.00033505,20642502629.546875
2024-07-31 08:00:00,586.0374145507812,588.4931030273438,584.2362060546875,586.3724365234375,6644992,0.00033505,3896440149.71875
2024-07-31 12:00:00,586.3486328125,588.9192504882812,584.4553833007812,586.69580078125,0,0.00033505,0.0
2024-07-31 16:00:00,586.6292114257812,592.3279418945312,581.7994995117188,581.8624877929688,18352896,0.00033505,10678861724.765625
2024-07-31 20:00:00,581.8534545898438,581.8534545898438,575.284912109375,576.3681640625,16173568,0.00033505,9321929694.5
2024-08-01 00:00:00,576.37255859375,577.2355346679688,568.73876953125,569.5983276367188,6705408,0.00033505,3819389182.921875
2024-08-01 04:00:00,569.6036376953125,570.83984375,563.1343383789062,568.8333129882812,36320768,0.00033505,20660462791.71875
2024-08-01 08:00:00,568.8134765625,572.7058715820312,568.8134765625,572.1261596679688,9791744,0.00033505,5602112891.171875
2024-08-01 12:00:00,572.0440063476562,574.6220092773438,556.8893432617188,559.7269897460938,78677504,0.00033505,44037922474.65625
2024-08-01 16:00:00,559.6246948242188,560.5911254882812,553.763671875,560.3609619140625,88539776,0.00033505,49614234047.015625
2024-08-01 20:00:00,560.4071655273438,576.8194580078125,559.6040649414062,575.146728515625,72396160,0.00033505,41638414581.09375
2024-08-02 00:00:00,575.1715698242188,576.8184204101562,564.5328979492188,571.5454711914062,7063040,0.00033505,4036848524.84375
2024-08-02 04:00:00,571.5241088867188,572.4285888671875,563.7996215820312,570.1016845703125,45010048,0.00033505,25660304187.390625
2024-08-02 08:00:00,570.160400390625,574.7095336914062,568.0567626953125,573.2356567382812,33944448,0.00033505,19458167941.898438
